content_id,creator_id,category,duration_seconds,upload_timestamp,virality_score,trend_score,content_type
C001278,CR0009,food,80,2026-02-09,2.26,0.39,clip
C001279,CR0355,gaming,131,2025-06-11,1.02,0.74,clip
C001280,CR0244,anime,87,2025-06-14,4.15,0.56,clip
C001281,CR0907,memes,30,2025-10-04,4.78,0.03,meme_video
C001282,CR0357,memes,27,2025-08-26,3.46,0.94,meme_video
C001283,CR0643,tech,161,2025-03-26,0.72,0.84,clip
C001284,CR0978,fitness,98,2026-03-07,1.38,0.74,meme_video
C001285,CR0792,finance,54,2025-03-25,1.35,0.74,clip
C001286,CR0875,anime,54,2025-03-14,1.79,0.41,meme_video
C001287,CR0002,music,39,2026-01-25,1.63,0.4,short_video
C001288,CR0674,anime,93,2025-04-13,0.82,0.19,edit
C001289,CR0046,food,37,2026-03-23,1.97,0.86,edit
C001290,CR0193,sports,55,2025-05-02,0.65,0.97,short_video
C001291,CR0247,tech,218,2025-12-12,0.87,0.2,edit
C001292,CR0505,sports,72,2025-06-30,2.47,0.74,meme_video
C001293,CR0595,anime,27,2025-01-03,2.51,0.17,short_video
C001294,CR0635,gaming,105,2025-04-04,4.86,0.56,edit
C001295,CR0116,sports,71,2025-02-16,2.24,0.02,short_video
C001296,CR0051,memes,16,2025-08-10,1.47,0.61,short_video
C001297,CR0107,gaming,141,2025-09-13,1.64,0.93,edit
C001298,CR0281,food,75,2025-01-06,5.85,0.82,short_video
C001299,CR0937,tech,205,2025-03-08,4.37,0.92,meme_video
C001300,CR0546,gaming,95,2025-10-28,4.42,0.29,edit
C001301,CR0852,gaming,83,2025-07-21,3.08,0.43,clip
C001302,CR0667,tech,139,2025-09-27,10.0,0.02,edit
C001303,CR0786,fitness,54,2025-08-10,0.86,0.8,edit
C001304,CR0270,fitness,28,2025-02-26,0.48,0.26,clip
C001305,CR0197,tech,50,2026-04-24,3.73,0.4,short_video
C001306,CR0296,memes,21,2025-07-01,1.02,0.92,clip
C001307,CR0205,finance,45,2025-10-21,4.27,0.67,clip
C001308,CR0399,food,74,2025-12-08,4.6,0.08,edit
C001309,CR0397,sports,69,2025-03-28,2.06,0.38,edit
C001310,CR0572,finance,132,2025-09-05,1.47,0.52,short_video
C001311,CR0731,anime,61,2025-08-01,1.5,0.28,clip
C001312,CR0010,gaming,106,2025-08-30,1.31,0.85,clip
C001313,CR0252,fitness,86,2025-04-16,2.4,0.01,edit
C001314,CR0636,food,81,2025-11-28,0.57,0.62,clip
C001315,CR0258,finance,38,2025-03-31,0.38,0.75,edit
C001316,CR0593,gaming,149,2025-07-14,5.27,0.98,edit
C001317,CR0388,music,53,2026-01-20,2.13,0.79,short_video
C001318,CR0024,finance,45,2025-07-16,0.86,0.56,meme_video
C001319,CR0283,memes,14,2025-12-29,4.42,0.84,clip
C001320,CR0056,anime,65,2025-05-19,4.01,0.26,clip
C001321,CR0292,food,30,2025-10-23,2.88,0.89,clip
C001322,CR0367,memes,6,2025-11-16,2.63,0.61,short_video
C001323,CR0041,tech,153,2025-04-28,1.0,0.66,clip
C001324,CR0723,music,57,2025-03-11,1.61,0.42,edit
C001325,CR0554,sports,87,2026-03-16,4.07,0.94,meme_video
C001326,CR0856,fitness,60,2025-10-20,0.68,0.87,short_video
C001327,CR0121,music,41,2026-04-06,2.6,0.7,short_video
C001328,CR0872,food,81,2025-06-24,5.62,0.5,clip
C001329,CR0137,anime,114,2025-01-03,2.21,0.55,clip
C001330,CR0073,sports,27,2025-11-13,0.47,0.36,edit
C001331,CR0482,tech,155,2026-03-14,2.31,0.89,short_video
C001332,CR0764,fitness,42,2025-12-03,4.03,0.04,edit
C001333,CR0184,memes,28,2025-04-04,3.16,0.73,clip
C001334,CR0359,anime,64,2026-03-24,1.74,0.73,clip
C001335,CR0822,fitness,119,2025-01-10,0.37,0.66,edit
C001336,CR0283,food,43,2025-02-18,1.39,0.1,meme_video
C001337,CR0745,memes,29,2025-12-21,0.68,0.14,meme_video
C001338,CR0477,tech,81,2025-08-04,2.17,0.99,meme_video
C001339,CR0326,tech,153,2025-10-23,0.91,0.56,meme_video
C001340,CR0265,food,22,2025-09-17,2.34,0.9,clip
C001341,CR0991,anime,45,2026-02-02,0.67,0.47,short_video
C001342,CR0034,music,58,2025-03-21,7.94,0.39,meme_video
C001343,CR0370,memes,25,2026-04-10,2.63,0.34,short_video
C001344,CR0346,food,89,2025-02-26,2.22,0.3,short_video
C001345,CR0527,fitness,77,2026-03-29,10.0,0.73,meme_video
C001346,CR0376,food,28,2025-06-28,4.3,0.61,meme_video
C001347,CR0252,music,44,2025-08-28,3.87,0.43,short_video
C001348,CR0617,anime,80,2026-02-15,1.9,0.65,short_video
C001349,CR0903,memes,27,2025-09-27,0.25,0.2,edit
C001350,CR0528,tech,82,2025-12-13,1.97,0.54,clip
C001351,CR0999,sports,63,2026-01-16,2.64,0.51,short_video
C001352,CR0087,food,38,2026-02-21,4.67,0.73,edit
C001353,CR0860,sports,72,2026-02-04,1.33,0.76,edit
C001354,CR0066,fitness,108,2025-04-05,1.72,0.49,short_video
C001355,CR0157,memes,14,2025-07-10,0.49,0.49,edit
C001356,CR0599,gaming,143,2026-02-06,1.1,0.11,meme_video
C001357,CR0817,tech,223,2025-02-15,3.24,0.44,meme_video
C001358,CR0066,fitness,114,2025-05-14,1.07,0.08,edit
C001359,CR0639,memes,21,2025-11-26,0.96,0.41,short_video
C001360,CR0591,finance,69,2025-06-01,2.7,0.22,clip
C001361,CR0249,finance,73,2025-12-16,0.37,0.92,meme_video
C001362,CR0654,gaming,126,2025-08-10,1.16,0.88,clip
C001363,CR0367,memes,19,2025-04-11,1.98,0.77,edit
C001364,CR0201,tech,76,2025-07-12,0.61,0.43,clip
C001365,CR0806,tech,194,2025-03-26,0.5,0.36,short_video
C001366,CR0555,food,62,2025-05-20,0.67,0.65,clip
C001367,CR0767,anime,39,2025-02-15,0.3,0.81,short_video
C001368,CR0605,finance,114,2026-04-21,2.55,0.7,edit
C001369,CR0295,tech,36,2026-04-05,9.55,0.94,meme_video
C001370,CR0205,memes,29,2025-04-13,0.47,0.45,meme_video
C001371,CR0518,food,50,2025-04-04,1.54,0.64,meme_video
C001372,CR0059,anime,62,2026-01-03,2.58,0.18,edit
C001373,CR0584,memes,19,2025-08-20,2.31,0.11,meme_video
C001374,CR0679,anime,95,2025-08-20,10.0,0.69,meme_video
C001375,CR0787,finance,49,2025-10-06,2.3,0.51,edit
C001376,CR0608,music,23,2025-04-12,0.51,0.51,clip
C001377,CR0633,sports,57,2025-05-23,5.22,0.31,short_video
C001378,CR0690,music,16,2025-12-23,2.5,0.33,clip
C001379,CR0692,memes,6,2026-03-15,0.63,0.48,edit
C001380,CR0193,finance,56,2025-11-23,0.8,0.42,short_video
C001381,CR0954,anime,105,2025-01-22,1.31,0.06,clip
C001382,CR0935,finance,169,2025-02-15,0.78,0.18,meme_video
C001383,CR0946,sports,22,2026-01-21,6.98,0.37,short_video
C001384,CR0679,fitness,113,2025-05-30,1.12,0.49,short_video
C001385,CR0455,sports,24,2025-03-31,0.75,0.93,short_video
C001386,CR0491,music,21,2025-04-17,0.87,0.74,meme_video
C001387,CR0224,fitness,41,2025-06-12,0.7,0.52,edit
C001388,CR0858,gaming,68,2025-11-09,3.9,0.93,clip
C001389,CR0172,fitness,89,2025-10-09,4.31,0.35,edit
C001390,CR0174,music,33,2025-02-19,7.34,0.91,edit
C001391,CR0263,fitness,35,2026-04-07,2.91,0.76,edit
C001392,CR0857,food,28,2025-01-05,0.73,0.22,clip
C001393,CR0923,tech,95,2026-02-05,4.15,0.18,clip
C001394,CR0142,memes,20,2025-04-18,3.6,0.46,short_video
C001395,CR0640,gaming,36,2025-02-11,2.18,0.71,short_video
C001396,CR0754,anime,24,2025-09-04,10.0,0.66,edit
C001397,CR0125,finance,57,2025-10-15,2.27,0.42,meme_video
C001398,CR0245,sports,41,2025-05-30,1.66,0.76,clip
C001399,CR0510,gaming,32,2025-03-01,1.6,0.29,clip
C001400,CR0469,memes,5,2025-09-19,4.66,0.65,clip
C001401,CR0452,fitness,48,2025-12-22,1.68,0.83,short_video
C001402,CR0714,sports,27,2026-01-26,0.86,0.63,edit
C001403,CR0077,memes,27,2025-05-28,0.74,0.79,short_video
C001404,CR0621,sports,28,2025-03-06,2.8,0.54,meme_video
C001405,CR0243,finance,70,2025-04-13,1.7,0.34,clip
C001406,CR0239,sports,87,2025-11-19,1.75,0.83,meme_video
C001407,CR0915,music,25,2025-05-08,0.85,0.75,edit
C001408,CR0148,sports,76,2025-12-30,4.6,0.87,edit
C001409,CR0438,music,43,2025-07-26,3.91,0.26,meme_video
C001410,CR0686,fitness,93,2025-09-04,0.71,0.65,edit
C001411,CR0242,anime,71,2025-03-07,0.65,0.5,edit
C001412,CR0368,tech,237,2025-06-08,0.55,0.23,short_video
C001413,CR0375,tech,184,2026-01-19,4.61,0.06,clip
C001414,CR0244,memes,8,2026-03-29,2.05,0.71,meme_video
C001415,CR0484,food,63,2026-04-22,0.44,0.78,meme_video
C001416,CR0855,tech,170,2026-03-03,1.2,0.69,short_video
C001417,CR0156,memes,18,2026-03-11,5.57,0.73,meme_video
C001418,CR0132,finance,35,2026-01-13,8.1,0.33,short_video
C001419,CR0123,gaming,145,2025-02-08,6.04,0.61,short_video
C001420,CR0310,sports,61,2026-01-22,0.72,0.91,short_video
C001421,CR0506,music,46,2025-06-27,0.89,0.81,edit
C001422,CR0062,finance,176,2025-06-23,1.06,0.76,edit
C001423,CR0379,food,17,2026-04-29,3.14,0.78,meme_video
C001424,CR0865,music,57,2025-09-07,0.55,0.82,edit
C001425,CR0038,anime,80,2026-02-27,1.94,0.16,meme_video
C001426,CR0279,fitness,39,2026-03-18,0.7,0.16,edit
C001427,CR0922,finance,140,2025-10-21,2.59,0.83,edit
C001428,CR0438,finance,114,2026-03-24,6.44,0.08,short_video
C001429,CR0840,food,62,2025-02-10,0.45,0.24,clip
C001430,CR0779,tech,230,2026-03-24,2.02,0.02,short_video
C001431,CR0270,music,55,2025-03-26,3.67,0.11,short_video
C001432,CR0789,music,51,2025-12-18,6.37,0.5,clip
C001433,CR0880,music,26,2025-06-03,1.99,0.49,meme_video
C001434,CR0203,anime,39,2025-11-11,0.36,0.52,short_video
C001435,CR0641,fitness,63,2025-11-26,0.46,0.08,meme_video
C001436,CR0218,fitness,66,2025-04-19,5.15,0.17,clip
C001437,CR0727,fitness,81,2025-03-31,1.59,0.47,clip
C001438,CR0275,memes,13,2025-04-21,0.44,0.78,short_video
C001439,CR0554,tech,42,2025-05-12,0.87,0.32,short_video
C001440,CR0324,fitness,94,2026-04-30,6.87,0.64,short_video
C001441,CR0729,finance,83,2025-11-01,0.27,0.73,short_video
C001442,CR0561,memes,28,2026-02-13,0.81,0.41,edit
C001443,CR0244,fitness,40,2026-02-24,0.9,0.72,meme_video
C001444,CR0491,finance,30,2025-07-06,1.11,0.4,clip
C001445,CR0620,memes,6,2025-11-03,0.68,0.52,meme_video
C001446,CR0647,memes,7,2026-01-09,1.12,0.12,clip
C001447,CR0191,sports,65,2026-03-01,3.37,0.95,short_video
C001448,CR0459,anime,27,2025-08-16,2.94,0.05,edit
C001449,CR0393,finance,33,2025-04-28,6.18,0.69,short_video
C001450,CR0297,food,17,2025-08-26,7.92,0.57,edit
C001451,CR0644,finance,140,2025-04-19,1.37,0.68,short_video
C001452,CR0814,fitness,98,2025-01-07,3.64,0.35,clip
C001453,CR0152,music,47,2026-04-10,0.92,0.37,clip
C001454,CR0413,memes,16,2025-12-06,2.21,0.55,clip
C001455,CR0529,memes,13,2025-12-21,1.38,0.41,edit
C001456,CR0740,tech,139,2025-10-10,2.68,0.89,meme_video
C001457,CR0500,food,70,2025-11-28,0.9,0.24,meme_video
C001458,CR0197,sports,67,2025-01-19,3.82,0.35,meme_video
C001459,CR0684,finance,77,2026-02-02,0.92,0.99,clip
C001460,CR0876,music,45,2026-04-14,10.0,0.81,short_video
C001461,CR0084,gaming,83,2026-04-14,1.57,0.19,edit
C001462,CR0783,fitness,92,2026-02-09,0.23,0.9,short_video
C001463,CR0194,gaming,122,2026-01-23,3.54,0.95,clip
C001464,CR0662,music,36,2025-12-04,3.8,0.56,clip
C001465,CR0828,tech,115,2025-02-21,1.75,0.63,edit
C001466,CR0224,anime,68,2025-12-05,4.57,0.54,clip
C001467,CR0285,memes,30,2025-07-01,0.28,0.73,edit
C001468,CR0640,tech,109,2025-01-28,0.87,0.18,clip
C001469,CR0317,sports,52,2025-11-17,0.5,0.3,edit
C001470,CR0159,memes,17,2025-12-20,0.85,0.6,short_video
C001471,CR0987,memes,24,2025-07-16,3.42,0.61,edit
C001472,CR0735,gaming,177,2025-10-23,9.77,0.43,clip
C001473,CR0746,gaming,52,2025-02-06,10.0,0.42,meme_video
C001474,CR0317,food,58,2026-01-04,4.7,0.59,meme_video
C001475,CR0918,fitness,67,2025-07-23,0.71,0.93,edit
C001476,CR0232,anime,44,2025-07-27,2.73,0.07,edit
C001477,CR0237,gaming,123,2025-12-24,3.57,0.98,clip
C001478,CR0289,sports,90,2025-02-26,6.54,0.33,edit
C001479,CR0362,food,87,2025-06-12,0.84,0.96,meme_video
C001480,CR0118,anime,65,2025-03-12,1.84,0.46,short_video
C001481,CR0147,fitness,85,2026-04-26,1.66,0.12,clip
C001482,CR0457,anime,117,2025-06-20,1.08,0.32,meme_video
C001483,CR0592,finance,154,2026-03-08,1.59,0.58,short_video
C001484,CR0428,music,30,2025-02-24,5.99,0.88,short_video
C001485,CR0028,anime,24,2025-06-22,0.15,0.01,short_video
C001486,CR0348,gaming,102,2026-02-22,2.05,0.19,clip
C001487,CR0026,memes,16,2025-01-02,3.19,0.76,short_video
C001488,CR0158,sports,36,2025-07-18,0.61,0.53,meme_video
C001489,CR0068,gaming,174,2025-09-13,1.11,0.34,edit
C001490,CR0675,tech,191,2026-04-28,1.43,0.84,meme_video
C001491,CR0047,tech,97,2026-04-20,0.27,0.74,meme_video
C001492,CR0603,fitness,23,2025-05-25,1.01,0.5,clip
C001493,CR0836,fitness,49,2025-05-04,1.67,0.21,edit
C001494,CR0687,music,38,2025-09-17,0.24,0.19,meme_video
C001495,CR0925,anime,35,2025-05-03,4.35,0.86,meme_video
C001496,CR0894,tech,122,2026-03-20,1.02,0.76,meme_video
C001497,CR0012,food,25,2026-03-16,2.3,0.79,clip
C001498,CR0326,anime,102,2026-02-16,2.7,0.36,short_video
C001499,CR0410,anime,104,2025-06-02,0.46,0.13,short_video
C001500,CR0056,tech,80,2025-07-22,2.48,0.1,short_video
C001501,CR0289,finance,100,2025-11-08,4.59,0.61,edit
C001502,CR0096,memes,30,2025-04-06,0.27,0.33,meme_video
C001503,CR0676,finance,131,2025-10-08,3.34,0.19,meme_video
C001504,CR0337,finance,169,2025-09-07,1.6,0.82,clip
C001505,CR0540,finance,174,2026-04-08,3.2,0.79,clip
C001506,CR0006,fitness,65,2026-03-16,1.24,0.57,clip
C001507,CR0615,music,48,2025-06-27,1.25,0.36,edit
C001508,CR0689,finance,78,2026-01-01,0.49,0.83,meme_video
C001509,CR0378,sports,41,2025-01-09,5.42,0.88,edit
C001510,CR0111,food,79,2026-02-11,1.09,0.05,short_video
C001511,CR0860,music,47,2025-12-10,1.64,0.38,edit
C001512,CR0698,anime,98,2026-01-31,10.0,0.17,short_video
C001513,CR0832,gaming,109,2025-09-26,10.0,0.01,short_video
C001514,CR0557,memes,19,2026-03-21,2.16,0.98,clip
C001515,CR0222,fitness,26,2025-08-10,2.97,0.86,edit
C001516,CR0417,memes,7,2025-03-21,0.43,0.35,clip
C001517,CR0906,food,58,2025-03-17,10.0,0.77,meme_video
C001518,CR0001,food,28,2025-10-06,1.83,0.54,edit
C001519,CR0727,music,58,2026-01-11,2.32,0.96,meme_video
C001520,CR0411,memes,19,2025-11-27,5.98,0.08,short_video
C001521,CR0787,sports,59,2025-09-27,0.73,0.96,clip
C001522,CR0526,tech,165,2026-03-18,0.88,0.08,meme_video
C001523,CR0681,tech,90,2025-01-15,1.14,0.68,meme_video
C001524,CR0912,memes,15,2026-01-12,1.06,0.27,clip
C001525,CR0875,sports,56,2025-05-29,1.14,0.42,clip
C001526,CR0631,food,20,2025-10-07,0.69,0.05,short_video
C001527,CR0135,music,33,2025-05-31,6.75,0.54,edit
C001528,CR0829,fitness,43,2025-05-06,2.95,0.3,short_video
C001529,CR0139,sports,76,2025-08-16,0.45,0.32,edit
C001530,CR0576,gaming,172,2025-09-17,1.83,0.95,clip
C001531,CR0839,memes,19,2025-09-01,1.89,0.84,short_video
C001532,CR0817,music,53,2025-05-25,1.58,0.77,meme_video
C001533,CR0388,fitness,79,2025-10-09,0.73,0.66,clip
C001534,CR0739,sports,35,2025-04-11,1.57,0.55,short_video
C001535,CR0413,music,56,2025-10-06,1.62,0.69,edit
C001536,CR0559,gaming,141,2025-09-22,4.63,0.98,meme_video
C001537,CR0828,sports,39,2025-07-25,2.0,0.5,clip
C001538,CR0628,tech,106,2025-01-18,1.93,0.0,meme_video
C001539,CR0590,gaming,155,2025-08-04,1.39,0.42,clip
C001540,CR0795,anime,64,2025-04-19,0.81,0.01,edit
C001541,CR0352,finance,86,2025-03-20,1.4,0.88,meme_video
C001542,CR0113,gaming,91,2025-06-09,1.32,0.66,clip
C001543,CR0173,memes,13,2025-09-30,0.24,0.73,edit
C001544,CR0967,music,18,2025-08-11,6.15,0.53,meme_video
C001545,CR0029,gaming,117,2025-12-16,1.75,0.81,short_video
C001546,CR0278,music,26,2025-08-01,0.45,0.89,edit
C001547,CR0617,finance,123,2025-03-21,1.14,0.47,short_video
C001548,CR0273,anime,107,2025-07-22,4.26,0.99,short_video
C001549,CR0318,gaming,95,2025-06-24,10.0,0.55,clip
C001550,CR0548,finance,147,2025-07-20,6.97,0.46,clip
C001551,CR0060,finance,65,2025-11-12,2.26,0.17,clip
C001552,CR0040,anime,34,2025-12-10,1.65,0.08,short_video
C001553,CR0338,sports,45,2025-08-14,2.03,0.7,meme_video
C001554,CR0015,finance,120,2025-01-25,1.89,0.53,short_video
C001555,CR0679,memes,20,2025-09-28,0.34,0.48,clip
C001556,CR0231,anime,31,2025-11-19,0.48,0.03,meme_video
C001557,CR0945,memes,14,2025-01-19,0.14,0.29,clip
C001558,CR0457,sports,20,2025-05-29,1.88,0.63,edit
C001559,CR0466,tech,71,2025-07-10,1.42,0.28,clip
C001560,CR0280,fitness,52,2025-10-23,1.07,0.25,edit
C001561,CR0628,fitness,33,2025-08-20,10.0,0.1,short_video
C001562,CR0533,gaming,178,2026-02-04,1.3,0.34,short_video
C001563,CR0990,finance,38,2026-01-12,1.45,0.73,edit
C001564,CR0020,anime,95,2025-03-02,0.63,0.54,meme_video
C001565,CR0685,food,63,2025-09-04,6.48,0.04,edit
C001566,CR0841,sports,33,2025-05-15,4.28,0.37,clip
C001567,CR0185,sports,73,2026-04-18,1.01,0.72,meme_video
C001568,CR0528,tech,57,2026-03-13,4.21,0.75,edit
C001569,CR0032,music,49,2026-01-26,2.73,0.29,clip
C001570,CR0129,sports,21,2025-11-01,0.71,0.75,clip
C001571,CR0395,food,36,2025-04-18,0.44,0.81,edit
C001572,CR0400,tech,41,2026-04-11,4.11,0.12,short_video
C001573,CR0035,food,31,2025-08-12,0.67,0.66,meme_video
C001574,CR0061,sports,90,2025-05-09,0.96,0.38,short_video
C001575,CR0301,tech,233,2026-04-25,0.48,0.55,clip
C001576,CR0456,food,72,2025-08-14,2.64,0.56,short_video
C001577,CR0705,gaming,103,2025-06-10,5.33,0.28,meme_video
C001578,CR0917,finance,55,2026-03-16,3.29,0.12,clip
C001579,CR0557,gaming,160,2025-12-25,0.54,0.69,clip
C001580,CR0967,fitness,79,2025-04-17,2.62,0.66,short_video
C001581,CR0232,finance,71,2026-01-05,1.92,0.72,meme_video
C001582,CR0061,memes,23,2025-06-22,2.85,0.31,short_video
C001583,CR0440,gaming,124,2025-03-06,2.65,0.62,clip
C001584,CR0608,food,38,2025-12-07,1.85,0.98,short_video
C001585,CR0908,fitness,64,2026-02-06,0.62,0.09,clip
C001586,CR0267,music,30,2025-04-25,7.52,0.45,meme_video
C001587,CR0664,anime,89,2026-03-22,1.25,0.82,edit
C001588,CR0745,sports,75,2025-09-28,0.89,0.26,clip
C001589,CR0048,memes,19,2026-02-24,0.9,0.35,clip
C001590,CR0444,memes,12,2025-04-11,1.74,0.45,short_video
C001591,CR0895,finance,170,2026-02-09,3.32,0.33,edit
C001592,CR0234,finance,165,2025-02-07,5.15,0.67,edit
C001593,CR0808,food,82,2025-04-08,2.67,0.34,meme_video
C001594,CR0219,music,54,2025-09-02,1.38,0.4,clip
C001595,CR0111,food,83,2025-06-12,3.7,0.3,short_video
C001596,CR0009,finance,157,2025-04-07,4.18,0.01,clip
C001597,CR0283,gaming,163,2025-05-17,2.5,0.06,short_video
C001598,CR0188,tech,52,2025-10-31,1.55,0.55,edit
C001599,CR0785,music,19,2025-05-23,0.45,0.02,clip
C001600,CR0866,gaming,100,2026-02-09,2.13,0.93,short_video
C001601,CR0216,sports,33,2026-03-17,1.11,0.92,meme_video
C001602,CR0452,finance,129,2025-05-26,7.38,0.95,clip
C001603,CR0998,anime,68,2026-02-22,0.07,0.72,meme_video
C001604,CR0914,anime,97,2025-02-24,9.72,0.38,short_video
C001605,CR0276,finance,122,2026-01-11,0.4,0.48,clip
C001606,CR0681,fitness,44,2025-04-22,2.43,0.92,edit
C001607,CR0217,fitness,97,2025-07-23,0.63,0.93,meme_video
C001608,CR0180,sports,33,2026-03-12,3.49,0.7,edit
C001609,CR0893,fitness,59,2025-09-28,4.54,0.62,short_video
C001610,CR0652,finance,38,2026-04-13,6.61,0.57,edit
C001611,CR0690,gaming,72,2025-11-27,9.23,0.54,meme_video
C001612,CR0465,anime,41,2025-07-25,0.47,0.32,meme_video
C001613,CR0523,finance,92,2025-10-30,1.05,0.66,short_video
C001614,CR0597,sports,41,2025-05-11,0.54,0.62,short_video
C001615,CR0094,tech,141,2025-02-16,4.87,0.59,clip
C001616,CR0513,sports,54,2025-07-15,0.56,0.99,edit
C001617,CR0289,sports,20,2025-08-16,2.6,0.39,clip
C001618,CR0328,fitness,94,2025-01-31,10.0,0.92,meme_video
C001619,CR0161,gaming,98,2025-05-17,7.15,0.71,clip
C001620,CR0501,tech,48,2025-04-07,0.6,0.41,clip
C001621,CR0104,sports,38,2025-03-10,0.19,0.09,edit
C001622,CR0457,tech,230,2025-07-06,3.58,0.0,short_video
C001623,CR0329,memes,10,2026-02-15,1.23,0.78,clip
C001624,CR0369,food,80,2026-01-25,2.73,0.94,edit
C001625,CR0105,gaming,124,2025-09-27,1.65,0.31,edit
C001626,CR0866,gaming,127,2025-10-01,0.09,0.63,edit
C001627,CR0690,tech,120,2025-08-12,2.18,0.2,edit
C001628,CR0387,memes,19,2025-06-22,0.65,0.41,clip
C001629,CR0059,tech,53,2026-03-02,3.23,0.38,clip
C001630,CR0444,food,26,2025-06-12,4.29,0.02,clip
C001631,CR0803,tech,128,2025-09-12,0.35,1.0,edit
C001632,CR0160,music,55,2026-03-11,0.93,0.08,meme_video
C001633,CR0126,music,36,2025-12-08,1.8,0.74,edit
C001634,CR0923,anime,20,2025-02-15,1.07,0.12,short_video
C001635,CR0848,music,37,2025-07-17,4.32,0.56,short_video
C001636,CR0740,gaming,160,2026-04-12,2.62,0.14,clip
C001637,CR0714,sports,46,2025-06-25,10.0,0.52,short_video
C001638,CR0683,finance,130,2025-12-24,0.76,0.48,clip
C001639,CR0357,memes,18,2025-08-29,2.73,0.1,short_video
C001640,CR0057,gaming,110,2025-06-19,0.44,0.02,short_video
C001641,CR0437,music,60,2025-09-02,4.67,0.15,edit
C001642,CR0181,sports,74,2025-01-30,0.6,0.26,clip
C001643,CR0566,music,54,2026-01-19,2.14,0.17,short_video
C001644,CR0965,sports,26,2025-03-18,6.91,0.8,short_video
C001645,CR0002,fitness,43,2026-04-02,3.09,0.02,edit
C001646,CR0260,music,16,2025-02-18,0.56,0.33,clip
C001647,CR0506,tech,48,2026-04-30,0.94,0.88,meme_video
C001648,CR0437,anime,68,2025-04-03,5.84,0.46,edit
C001649,CR0240,finance,107,2026-01-11,0.51,0.99,clip
C001650,CR0624,music,27,2025-06-27,1.96,0.6,clip
C001651,CR0523,food,45,2025-01-12,8.91,0.43,meme_video
C001652,CR0351,finance,60,2025-01-27,2.52,0.91,short_video
C001653,CR0026,fitness,81,2025-08-13,0.7,0.67,meme_video
C001654,CR0494,finance,89,2025-04-14,3.65,0.22,clip
C001655,CR0192,sports,58,2025-09-27,0.98,0.23,edit
C001656,CR0099,food,88,2026-03-08,0.76,0.79,meme_video
C001657,CR0852,fitness,45,2025-11-07,0.34,0.4,clip
C001658,CR0540,anime,118,2026-01-04,3.15,0.9,edit
C001659,CR0448,music,47,2025-09-09,0.57,0.77,meme_video
C001660,CR0758,tech,199,2025-02-23,10.0,0.29,short_video
C001661,CR0640,memes,25,2025-11-12,1.6,0.69,short_video
C001662,CR0059,anime,60,2026-04-12,2.02,0.84,meme_video
C001663,CR0694,fitness,62,2025-05-17,4.35,0.61,clip
C001664,CR0158,anime,74,2025-01-30,1.26,0.18,short_video
C001665,CR0530,fitness,67,2025-03-18,1.23,0.99,meme_video
C001666,CR0533,fitness,63,2025-05-11,4.9,0.91,clip
C001667,CR0316,food,51,2025-11-04,8.23,0.5,clip
C001668,CR0408,anime,34,2025-09-16,0.73,0.94,short_video
C001669,CR0657,tech,186,2025-07-09,9.06,0.29,meme_video
C001670,CR0123,finance,176,2025-02-03,1.16,0.98,short_video
C001671,CR0810,anime,111,2025-10-09,2.02,0.81,edit
C001672,CR0386,gaming,92,2025-01-04,1.58,0.92,meme_video
C001673,CR0943,food,39,2025-09-05,2.73,0.03,clip
C001674,CR0744,sports,40,2026-04-08,0.38,0.97,clip
C001675,CR0532,fitness,29,2025-03-30,3.28,0.6,edit
C001676,CR0898,gaming,145,2025-07-18,10.0,0.29,edit
C001677,CR0109,finance,147,2025-10-31,4.76,0.49,clip
C001678,CR0562,sports,33,2026-04-06,2.33,0.85,short_video
C001679,CR0431,memes,21,2025-10-20,0.73,0.19,short_video
C001680,CR0419,fitness,59,2025-09-09,1.9,0.26,edit
C001681,CR0802,sports,82,2026-04-29,8.34,0.56,clip
C001682,CR0715,music,53,2025-02-10,2.5,0.86,meme_video
C001683,CR0274,gaming,159,2025-09-20,1.16,0.9,edit
C001684,CR0326,music,42,2026-01-31,3.33,0.22,clip
C001685,CR0151,finance,148,2025-08-08,0.91,0.4,short_video
C001686,CR0776,music,58,2026-03-02,2.21,0.33,edit
C001687,CR0118,tech,74,2026-02-08,1.66,0.41,edit
C001688,CR0461,sports,26,2025-03-12,1.64,0.2,meme_video
C001689,CR0740,tech,119,2026-04-20,2.63,0.29,clip
C001690,CR0269,gaming,136,2025-01-03,2.72,0.15,edit
C001691,CR0473,tech,48,2025-05-18,0.57,0.97,clip
C001692,CR0042,gaming,91,2025-09-30,0.68,0.65,edit
C001693,CR0563,finance,168,2025-07-14,5.63,0.35,clip
C001694,CR0203,music,31,2026-01-22,1.71,0.8,meme_video
C001695,CR0207,memes,20,2025-04-05,2.79,0.46,meme_video
C001696,CR0894,tech,204,2025-12-03,0.22,0.43,edit
C001697,CR0841,sports,77,2025-07-07,0.72,0.34,edit
C001698,CR0856,anime,112,2025-03-02,2.18,0.27,clip
C001699,CR0094,sports,76,2025-06-14,0.81,0.46,edit
C001700,CR0303,finance,64,2026-04-21,2.13,0.69,clip
C001701,CR0295,fitness,86,2025-07-20,0.49,0.78,edit
C001702,CR0991,tech,228,2025-06-08,1.32,0.85,clip
C001703,CR0279,finance,88,2025-01-26,1.56,0.21,short_video
